mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_transformedtargetregressor__regressor__batch_size;param_transformedtargetregressor__regressor__hidden_layer_sizes;param_transformedtargetregressor__regressor__learning_rate_init;param_transformedtargetregressor__regressor__max_iter;params;rank_test_score;R2;MSE ;MAE 
11.027215798695883;0.6027168119212535;0.005736589431762695;0.000534867023854214;2;(64, 64);0.001;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 10};167; 0.3093233076; 67.432258; 6.731678
16.971599817276;1.0834632828630386;0.025405168533325195;0.020712373424293995;2;(64, 64);0.001;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 15};129; 0.2997175763; 70.770177; 7.766832
20.53068693478902;1.9672127686688894;0.01195375124613444;0.006142050571944103;2;(64, 64);0.001;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 20};166; 0.3443535077; 59.566728; 7.121527
24.588518460591633;0.25582460535822926;0.006003379821777344;4.315837287515549e-05;2;(64, 64);0.001;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 25};221; 0.4973048711; 58.942437; 7.406119
66.24721280733745;7.3983127266596025;0.021135409673055012;0.008276436244032943;2;(64, 64);0.001;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 50};308; 0.2438899046; 61.608896; 7.378442
141.74043107032776;8.41131920139159;0.027196725209554035;0.01325163584074423;2;(64, 64);0.001;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 100};459; 0.2571222109; 70.031928; 8.11758
11.35045313835144;0.7238184335321493;0.0046494801839192705;0.00047395600010271296;2;(64, 64);0.01;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 10};180; 0.35485039; 53.068417; 3.476594
16.407774289449055;0.46238040640213307;0.01848634084065755;0.0162197767507159;2;(64, 64);0.01;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 15};48; 0.2584784533; 54.301627; 6.6444
27.58495545387268;0.4044778215510631;0.03663007418314616;0.01235617380373904;2;(64, 64);0.01;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 20};98; 0.4082317931; 61.94154; 3.828529
46.0947642326355;2.5234174208147864;0.2678104241689046;0.03003896885666536;2;(64, 64);0.01;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 25};216; 0.3297187723; 68.499581; 8.063228
77.80328726768494;29.11324644485649;0.2163823445638021;0.09212439905795852;2;(64, 64);0.01;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 50};2; 0.0635309996; 53.467298; 7.168059
111.48174675305684;3.074495795620705;0.09324606259663899;0.03767010379557208;2;(64, 64);0.01;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 100};111; 0.3703193224; 62.008826; 4.249417
11.48117216428121;1.2674357003272836;0.00437315305074056;0.00043092346453773716;2;(64, 64);0.1;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 10};470; 0.0587280933; 64.313113; 3.574795
16.138820727666218;2.43802124260694;0.0334471861521403;0.0240238900756754;2;(64, 64);0.1;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 15};449; 0.2615982296; 55.181509; 5.15314
27.972240606943767;11.060911463360013;0.0681614875793457;0.04629607070020576;2;(64, 64);0.1;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 20};456; 0.1336186335; 64.59512; 4.744271
35.3917228380839;18.190048843316152;0.07141685485839844;0.05025301357852396;2;(64, 64);0.1;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 25};411; 0.363888818; 70.339032; 9.616417
20.211539030075073;7.770142188093211;0.040191094080607094;0.04048409173209085;2;(64, 64);0.1;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 50};415; 0.2901478938; 63.799912; 9.265597
18.702650785446167;9.477877661681612;0.04240012168884277;0.05297320448678823;2;(64, 64);0.1;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.1, 'transformedtargetregressor__regressor__max_iter': 100};468; 0.498796446; 52.627611; 9.468153
12.105773369471232;0.4505828901682828;0.005383412043253581;0.0004458152169781585;2;(64, 64, 64);0.0001;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 10};260; 0.1058067072; 56.421037; 7.648876
20.46566915512085;0.5793633854692064;0.024890979131062824;0.02302972221387991;2;(64, 64, 64);0.0001;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 15};183; 0.4080898335; 69.096487; 3.31167
28.486310799916584;0.313705822665333;0.022543668746948242;0.018134077104741148;2;(64, 64, 64);0.0001;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 20};123; 0.0428251507; 68.101692; 7.275093
40.30015325546265;1.4410794070474313;0.02989935874938965;0.021943651881146713;2;(64, 64, 64);0.0001;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 25};81; 0.4503663914; 64.416364; 5.654232
81.77569063504536;3.7975781344916095;0.02392125129699707;0.018322920965316968;2;(64, 64, 64);0.0001;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 50};147; 0.3190850843; 67.891428; 10.721718
198.9432012240092;22.506570346010477;0.05691790580749512;0.021984092451221644;2;(64, 64, 64);0.0001;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.0001, 'transformedtargetregressor__regressor__max_iter': 100};257; 0.0893483534; 60.541368; 6.142296
15.124962250391642;0.1958521975825659;0.00527501106262207;0.0002828907188750435;2;(64, 64, 64);0.001;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 10};8; 0.3269643784; 61.234638; 6.199502
24.88518746693929;0.9292320846269531;0.07800356547037761;0.028608962843150555;2;(64, 64, 64);0.001;15;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 15};199; 0.111397701; 71.31246; 10.052016
34.13525994618734;4.550448621045446;0.029228846232096355;0.016056819675323342;2;(64, 64, 64);0.001;20;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 20};259; 0.3412824489; 60.342384; 11.113139
46.079506953557335;5.681059008347461;0.033428351084391274;0.012310445403712705;2;(64, 64, 64);0.001;25;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 25};292; 0.272307505; 58.714342; 6.63973
125.58311104774475;17.904873182208817;0.09578410784403484;0.02410671894036003;2;(64, 64, 64);0.001;50;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 50};361; 0.4502120526; 70.297949; 9.058965
275.1820981502533;30.840976623621927;0.10230302810668945;0.05074595682640352;2;(64, 64, 64);0.001;100;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.001, 'transformedtargetregressor__regressor__max_iter': 100};476; 0.4401482313; 67.455625; 6.263877
14.96559770901998;0.19325984096639276;0.0063991546630859375;0.0006010314699644855;2;(64, 64, 64);0.01;10;{'transformedtargetregressor__regressor__batch_size': 2, 'transformedtargetregressor__regressor__hidden_layer_sizes': (64, 64, 64), 'transformedtargetregressor__regressor__learning_rate_init': 0.01, 'transformedtargetregressor__regressor__max_iter': 10};225; 0.1321563426; 64.198573; 8.754137
